Name of Membranes,Type of Membranes,NAME of TrOCs,SMILEs,Pure water flux (L·m-2·h-1),Pressure (bar),pH,Temperature (oC),Filtration duration (h),TrOC concentration (mg/L),MW (Da),MWCO (Da),Min projection (nm),Max projection (nm),Molecular radius (nm),Pore radius (nm),pKa1 ,Zeta potential (mV),log Kow,Contact angle (°),Molecular charge,Charge product,log D ,TrOC Rejection (%),Reference
NF90,NF,Ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(O)=O,84.8,10.0,4.0,23.0,0.5,0.5,206.284999999999,100,0.378,0.659,0.3727263864585965,0.34,5.2,-27.29,3.97,41.4,-0.05935094310276757,1.619687237274527,3.777434709258662,95.79,Assessing potential of nanofilltration and reverse osmosis for removal of toxic pharmaceuticals from water
NF90,NF,Ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(O)=O,84.8,10.0,5.0,23.0,0.5,0.5,206.284999999999,100,0.378,0.659,0.3727263864585965,0.34,5.2,-27.29,3.97,41.4,-0.3868631798468569,10.55749617802072,2.714814878925577,97.66,Assessing potential of nanofilltration and reverse osmosis for removal of toxic pharmaceuticals from water
NF90,NF,Ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(O)=O,84.8,10.0,7.0,23.0,0.5,0.5,206.284999999999,100,0.378,0.659,0.3727263864585965,0.34,5.2,-27.29,3.97,41.4,-0.9843983377581704,26.86423063742047,0.7761004222382355,93.79,Assessing potential of nanofilltration and reverse osmosis for removal of toxic pharmaceuticals from water
NF90,NF,Ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(O)=O,127.2,15.0,4.0,23.0,0.5,0.5,206.284999999999,100,0.378,0.659,0.3727263864585965,0.34,5.2,-27.29,3.97,41.4,-0.05935094310276757,1.619687237274527,3.777434709258662,96.74,Assessing potential of nanofilltration and reverse osmosis for removal of toxic pharmaceuticals from water
NF90,NF,Ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(O)=O,127.2,15.0,5.0,23.0,0.5,0.5,206.284999999999,100,0.378,0.659,0.3727263864585965,0.34,5.2,-27.29,3.97,41.4,-0.3868631798468569,10.55749617802072,2.714814878925577,97.85,Assessing potential of nanofilltration and reverse osmosis for removal of toxic pharmaceuticals from water
NF90,NF,Ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(O)=O,127.2,15.0,7.0,23.0,0.5,0.5,206.284999999999,100,0.378,0.659,0.3727263864585965,0.34,5.2,-27.29,3.97,41.4,-0.9843983377581704,26.86423063742047,0.7761004222382355,95.43,Assessing potential of nanofilltration and reverse osmosis for removal of toxic pharmaceuticals from water
NF90,NF,Ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(O)=O,169.6,20.0,4.0,23.0,0.5,0.5,206.284999999999,100,0.378,0.659,0.3727263864585965,0.34,5.2,-27.29,3.97,41.4,-0.05935094310276757,1.619687237274527,3.777434709258662,96.46,Assessing potential of nanofilltration and reverse osmosis for removal of toxic pharmaceuticals from water
NF90,NF,Ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(O)=O,169.6,20.0,5.0,23.0,0.5,0.5,206.284999999999,100,0.378,0.659,0.3727263864585965,0.34,5.2,-27.29,3.97,41.4,-0.3868631798468569,10.55749617802072,2.714814878925577,97.97,Assessing potential of nanofilltration and reverse osmosis for removal of toxic pharmaceuticals from water
NF90,NF,Ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(O)=O,169.6,20.0,7.0,23.0,0.5,0.5,206.284999999999,100,0.378,0.659,0.3727263864585965,0.34,5.2,-27.29,3.97,41.4,-0.9843983377581704,26.86423063742047,0.7761004222382355,96.08,Assessing potential of nanofilltration and reverse osmosis for removal of toxic pharmaceuticals from water
BW30,RO,Phenol,Oc1ccccc1,79.16364516,20.0,7.0,20.0,0.5,0.470565,94.1129999999999,100,0.34,0.396,0.2122069628285905,0.4031806108897714,10.02,-16.26,1.67,76.0,-0.0009540814453147002,0.01551336430081703,1.67,69.46,Comparison of flux behavior and synthetic organic compound removal by forward osmosis and reverse osmosis membranes
BW30,RO,4-Chlorophenol,Oc1ccc(Cl)cc1,79.16364516,20.0,7.0,20.0,0.5,0.6428,128.558,100,0.339,0.457,0.2361982832942509,0.4031806108897714,9.41,-16.26,2.39,76.0,-0.003875374493625008,0.06301358926634262,2.39,82.76,Comparison of flux behavior and synthetic organic compound removal by forward osmosis and reverse osmosis membranes
BW30,RO,Sulfamethoxazole,Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,79.16364516,20.0,7.0,20.0,0.5,1.2664,253.283,100,0.54,0.588,0.3153427582941809,0.4031806108897714,1.6,-16.26,0.89,76.0,-1.859097133559606,30.22891939167921,-0.1689132136423285,92.61,Comparison of flux behavior and synthetic organic compound removal by forward osmosis and reverse osmosis membranes
BW30,RO,Carbamazepine,NC(=O)N1c2ccccc2C=Cc3ccccc13,79.16364516,20.0,7.0,20.0,0.5,1.18137,236.274,100,0.4480000000000001,0.576,0.3334516559578687,0.4031806108897714,13.9,-16.26,2.45,76.0,0.0,0.0,2.45,95.57,Comparison of flux behavior and synthetic organic compound removal by forward osmosis and reverse osmosis membranes
BW30,RO,Atrazine,CCNc1nc(Cl)nc(NC(C)C)n1,79.16364516,20.0,7.0,20.0,0.5,1.07845,215.688,100,0.479,0.636,0.3212151828521403,0.4031806108897714,1.7,-16.26,2.61,76.0,-0.9999949881527824,16.25991850736424,2.660003760889863,96.06,Comparison of flux behavior and synthetic organic compound removal by forward osmosis and reverse osmosis membranes
BW30,RO,17α-Ethynilestradiol,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,79.16364516,20.0,7.0,20.0,0.5,1.48205,296.41,100,0.4440000000000001,0.72,0.3945213448379869,0.4031806108897714,10.33,-16.26,3.67,76.0,-0.0004675164674062613,0.00760181776002581,3.67,98.52,Comparison of flux behavior and synthetic organic compound removal by forward osmosis and reverse osmosis membranes
NF270,NF,Carbamazepine,NC(=O)N1c2ccccc2C=Cc3ccccc13,104.88,6.9,3.0,25.0,0.5,0.8,236.274,180,0.4480000000000001,0.576,0.3334516559578687,0.42,13.9,-42.7,2.45,64.1,-1.258925411778315e-11,5.375611508293406e-10,2.45,69.95,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF270,NF,Carbamazepine,NC(=O)N1c2ccccc2C=Cc3ccccc13,104.88,6.9,5.0,25.0,0.5,0.8,236.274,180,0.4480000000000001,0.576,0.3334516559578687,0.42,13.9,-42.7,2.45,64.1,-1.258925410209269e-09,5.37561150159358e-08,2.45,75.55,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF270,NF,Carbamazepine,NC(=O)N1c2ccccc2C=Cc3ccccc13,104.88,6.9,8.0,25.0,0.5,0.8,236.274,180,0.4480000000000001,0.576,0.3334516559578687,0.42,13.9,-42.7,2.45,64.1,-1.258923826902967e-06,5.37560474087567e-05,2.45,33.29,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF270,NF,Carbamazepine,NC(=O)N1c2ccccc2C=Cc3ccccc13,104.88,6.9,10.0,25.0,0.5,0.8,236.274,180,0.4480000000000001,0.576,0.3334516559578687,0.42,13.9,-42.7,2.45,64.1,-0.000125876694242503,0.005374934844154879,2.45,16.08,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF270,NF,Ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(O)=O,104.88,6.9,3.0,25.0,0.5,0.8,206.284999999999,180,0.378,0.659,0.3727263864585965,0.42,5.2,-42.7,3.97,64.1,-0.006270012341433834,0.2677295269792247,3.949656822851334,23.22,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF270,NF,Ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(O)=O,104.88,6.9,5.0,25.0,0.5,0.8,206.284999999999,180,0.378,0.659,0.3727263864585965,0.42,5.2,-42.7,3.97,64.1,-0.3868631798468569,16.51905777946079,2.714814878925577,86.95,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF270,NF,Ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(O)=O,104.88,6.9,8.0,25.0,0.5,0.8,206.284999999999,180,0.378,0.659,0.3727263864585965,0.42,5.2,-42.7,3.97,64.1,-0.9984176147191982,42.63243214850976,0.7306146051163545,91.05,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF270,NF,Ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(O)=O,104.88,6.9,10.0,25.0,0.5,0.8,206.284999999999,180,0.378,0.659,0.3727263864585965,0.42,5.2,-42.7,3.97,64.1,-0.99998415131926,42.6993232613324,0.7255319466095553,86.36,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF270,NF,Sulfadiazine,Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2,104.88,6.9,3.0,25.0,0.5,0.8,250.283,180,0.453,0.612,0.3093115947296739,0.42,6.36,-42.7,-0.09,64.1,-0.0004363253693084541,0.01863109326947099,-0.09,54.5,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF270,NF,Sulfadiazine,Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2,104.88,6.9,5.0,25.0,0.5,0.8,250.283,180,0.453,0.612,0.3093115947296739,0.42,6.36,-42.7,-0.09,64.1,-0.04182581996298938,1.785962512419647,-0.09,65.89,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF270,NF,Sulfadiazine,Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2,104.88,6.9,8.0,25.0,0.5,0.8,250.283,180,0.453,0.612,0.3093115947296739,0.42,6.36,-42.7,-0.09,64.1,-0.9776043775428295,41.74370692107882,-0.09,78.4,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF270,NF,Sulfadiazine,Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2,104.88,6.9,10.0,25.0,0.5,0.8,250.283,180,0.453,0.612,0.3093115947296739,0.42,6.36,-42.7,-0.09,64.1,-0.9997709657034494,42.69022023553729,-0.09,89.98,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF270,NF,Sulfamethazine,Cc1cc(C)nc(N[S](=O)(=O)c2ccc(N)cc2)n1,104.88,6.9,3.0,25.0,0.5,0.8,278.337,180,0.49,0.704,0.3369726188920903,0.42,2.65,-42.7,0.89,64.1,0.9998773842322598,-42.6947643067175,0.89,87.27,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF270,NF,Sulfamethazine,Cc1cc(C)nc(N[S](=O)(=O)c2ccc(N)cc2)n1,104.88,6.9,5.0,25.0,0.5,0.8,278.337,180,0.49,0.704,0.3369726188920903,0.42,2.65,-42.7,0.89,64.1,0.3317840594619896,-14.16717933902696,0.89,88.19,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF270,NF,Sulfamethazine,Cc1cc(C)nc(N[S](=O)(=O)c2ccc(N)cc2)n1,104.88,6.9,8.0,25.0,0.5,0.8,278.337,180,0.49,0.704,0.3369726188920903,0.42,2.65,-42.7,0.89,64.1,-0.9999915426941004,42.69963887303809,0.89,69.87,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF270,NF,Sulfamethazine,Cc1cc(C)nc(N[S](=O)(=O)c2ccc(N)cc2)n1,104.88,6.9,10.0,25.0,0.5,0.8,278.337,180,0.49,0.704,0.3369726188920903,0.42,2.65,-42.7,0.89,64.1,-0.9999999549325904,42.69999807562161,0.89,92.28,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF270,NF,Sulfamethoxazole,Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,104.88,6.9,3.0,25.0,0.5,0.8,253.283,180,0.54,0.588,0.3153427582941809,0.42,1.6,-42.7,0.89,64.1,0.03629416834312475,-1.549760988251427,0.9106726016316897,25.03,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF270,NF,Sulfamethoxazole,Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,104.88,6.9,5.0,25.0,0.5,0.8,253.283,180,0.54,0.588,0.3153427582941809,0.42,1.6,-42.7,0.89,64.1,-0.1936095614700644,8.267128274771748,0.7797229632452798,53.24,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF270,NF,Sulfamethoxazole,Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,104.88,6.9,8.0,25.0,0.5,0.8,253.283,180,0.54,0.588,0.3153427582941809,0.42,1.6,-42.7,0.89,64.1,-1.985064226823186,84.76224248535007,-0.2406621379632018,85.19,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF270,NF,Sulfamethoxazole,Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,104.88,6.9,10.0,25.0,0.5,0.8,253.283,180,0.54,0.588,0.3153427582941809,0.42,1.6,-42.7,0.89,64.1,-1.99984965387623,85.39358022051502,-0.2490836904432677,88.54,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF270,NF,Triclosan,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,104.88,6.9,3.0,25.0,0.5,0.8,289.544999999999,180,0.417,0.655,0.3336369670933355,0.42,7.9,-42.7,4.76,64.1,-1.258909563061765e-05,0.0005375543834273737,0.0,60.67,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF270,NF,Triclosan,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,104.88,6.9,5.0,25.0,0.5,0.8,289.544999999999,180,0.417,0.655,0.3336369670933355,0.42,7.9,-42.7,4.76,64.1,-0.001257342511355291,0.05368852523487092,0.0,62.52,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF270,NF,Triclosan,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,104.88,6.9,8.0,25.0,0.5,0.8,289.544999999999,180,0.417,0.655,0.3336369670933355,0.42,7.9,-42.7,4.76,64.1,-0.5573116337622925,23.79720676164989,0.0,37.65,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF270,NF,Triclosan,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,104.88,6.9,10.0,25.0,0.5,0.8,289.544999999999,180,0.417,0.655,0.3336369670933355,0.42,7.9,-42.7,4.76,64.1,-0.9921193161496697,42.3634947995909,0.0,43.81,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Carbamazepine,NC(=O)N1c2ccccc2C=Cc3ccccc13,58.51200000000001,6.9,3.0,25.0,0.5,0.8,236.274,330,0.4480000000000001,0.576,0.3334516559578687,0.34,13.9,-27.29,2.45,63.2,-1.258925411778315e-11,3.435607448743022e-10,2.45,71.67,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Carbamazepine,NC(=O)N1c2ccccc2C=Cc3ccccc13,58.51200000000001,6.9,5.0,25.0,0.5,0.8,236.274,330,0.4480000000000001,0.576,0.3334516559578687,0.34,13.9,-27.29,2.45,63.2,-1.258925410209269e-09,3.435607444461095e-08,2.45,68.29,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Carbamazepine,NC(=O)N1c2ccccc2C=Cc3ccccc13,58.51200000000001,6.9,8.0,25.0,0.5,0.8,236.274,330,0.4480000000000001,0.576,0.3334516559578687,0.34,13.9,-27.29,2.45,63.2,-1.258923826902967e-06,3.435603123618197e-05,2.45,65.85,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Carbamazepine,NC(=O)N1c2ccccc2C=Cc3ccccc13,58.51200000000001,6.9,10.0,25.0,0.5,0.8,236.274,330,0.4480000000000001,0.576,0.3334516559578687,0.34,13.9,-27.29,2.45,63.2,-0.000125876694242503,0.003435174985877908,2.45,89.12,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(O)=O,58.51200000000001,6.9,3.0,25.0,0.5,0.8,206.284999999999,330,0.378,0.659,0.3727263864585965,0.34,5.2,-27.29,3.97,63.2,-0.006270012341433834,0.1711086367977293,3.949656822851334,66.79,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(O)=O,58.51200000000001,6.9,5.0,25.0,0.5,0.8,206.284999999999,330,0.378,0.659,0.3727263864585965,0.34,5.2,-27.29,3.97,63.2,-0.3868631798468569,10.55749617802072,2.714814878925577,73.36,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(O)=O,58.51200000000001,6.9,8.0,25.0,0.5,0.8,206.284999999999,330,0.378,0.659,0.3727263864585965,0.34,5.2,-27.29,3.97,63.2,-0.9984176147191982,27.24681670568692,0.7306146051163545,78.42,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(O)=O,58.51200000000001,6.9,10.0,25.0,0.5,0.8,206.284999999999,330,0.378,0.659,0.3727263864585965,0.34,5.2,-27.29,3.97,63.2,-0.99998415131926,27.28956748950261,0.7255319466095553,96.06,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Sulfadiazine,Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2,58.51200000000001,6.9,3.0,25.0,0.5,0.8,250.283,330,0.453,0.612,0.3093115947296739,0.34,6.36,-27.29,-0.09,63.2,-0.0004363253693084541,0.01190731932842771,-0.09,73.55,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Sulfadiazine,Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2,58.51200000000001,6.9,5.0,25.0,0.5,0.8,250.283,330,0.453,0.612,0.3093115947296739,0.34,6.36,-27.29,-0.09,63.2,-0.04182581996298938,1.14142662678998,-0.09,73.55,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Sulfadiazine,Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2,58.51200000000001,6.9,8.0,25.0,0.5,0.8,250.283,330,0.453,0.612,0.3093115947296739,0.34,6.36,-27.29,-0.09,63.2,-0.9776043775428295,26.67882346314381,-0.09,79.55,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Sulfadiazine,Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2,58.51200000000001,6.9,10.0,25.0,0.5,0.8,250.283,330,0.453,0.612,0.3093115947296739,0.34,6.36,-27.29,-0.09,63.2,-0.9997709657034494,27.28374965404713,-0.09,96.81,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Sulfamethazine,Cc1cc(C)nc(N[S](=O)(=O)c2ccc(N)cc2)n1,58.51200000000001,6.9,3.0,25.0,0.5,0.8,278.337,330,0.49,0.704,0.3369726188920903,0.34,2.65,-27.29,0.89,63.2,0.9998773842322598,-27.28665381569837,0.89,74.67,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Sulfamethazine,Cc1cc(C)nc(N[S](=O)(=O)c2ccc(N)cc2)n1,58.51200000000001,6.9,5.0,25.0,0.5,0.8,278.337,330,0.49,0.704,0.3369726188920903,0.34,2.65,-27.29,0.89,63.2,0.3317840594619896,-9.054386982717695,0.89,72.8,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Sulfamethazine,Cc1cc(C)nc(N[S](=O)(=O)c2ccc(N)cc2)n1,58.51200000000001,6.9,8.0,25.0,0.5,0.8,278.337,330,0.49,0.704,0.3369726188920903,0.34,2.65,-27.29,0.89,63.2,-0.9999915426941004,27.289769200122,0.89,75.8,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Sulfamethazine,Cc1cc(C)nc(N[S](=O)(=O)c2ccc(N)cc2)n1,58.51200000000001,6.9,10.0,25.0,0.5,0.8,278.337,330,0.49,0.704,0.3369726188920903,0.34,2.65,-27.29,0.89,63.2,-0.9999999549325904,27.28999877011039,0.89,96.44,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Sulfamethoxazole,Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,58.51200000000001,6.9,3.0,25.0,0.5,0.8,253.283,330,0.54,0.588,0.3153427582941809,0.34,1.6,-27.29,0.89,63.2,0.03629416834312475,-0.9904678540838743,0.9106726016316897,69.61,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Sulfamethoxazole,Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,58.51200000000001,6.9,5.0,25.0,0.5,0.8,253.283,330,0.54,0.588,0.3153427582941809,0.34,1.6,-27.29,0.89,63.2,-0.1936095614700644,5.283604932518056,0.7797229632452798,74.3,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Sulfamethoxazole,Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,58.51200000000001,6.9,8.0,25.0,0.5,0.8,253.283,330,0.54,0.588,0.3153427582941809,0.34,1.6,-27.29,0.89,63.2,-1.985064226823186,54.17240275000476,-0.2406621379632018,79.55,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Sulfamethoxazole,Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,58.51200000000001,6.9,10.0,25.0,0.5,0.8,253.283,330,0.54,0.588,0.3153427582941809,0.34,1.6,-27.29,0.89,63.2,-1.99984965387623,54.57589705428231,-0.2490836904432677,96.62,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Triclosan,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,58.51200000000001,6.9,3.0,25.0,0.5,0.8,289.544999999999,330,0.417,0.655,0.3336369670933355,0.34,7.9,-27.29,4.76,63.2,-1.258909563061765e-05,0.0003435564197595556,0.0,74.3,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Triclosan,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,58.51200000000001,6.9,5.0,25.0,0.5,0.8,289.544999999999,330,0.417,0.655,0.3336369670933355,0.34,7.9,-27.29,4.76,63.2,-0.001257342511355291,0.03431287713488589,0.0,74.3,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Triclosan,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,58.51200000000001,6.9,8.0,25.0,0.5,0.8,289.544999999999,330,0.417,0.655,0.3336369670933355,0.34,7.9,-27.29,4.76,63.2,-0.5573116337622925,15.20903448537296,0.0,57.04,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
NF90,NF,Triclosan,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,58.51200000000001,6.9,10.0,25.0,0.5,0.8,289.544999999999,330,0.417,0.655,0.3336369670933355,0.34,7.9,-27.29,4.76,63.2,-0.9921193161496697,27.07493613772449,0.0,91.56,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes
De-HL,NF,Sulfamethoxazole,Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,139.32,15.0,7.0,20.0,0.5,10.0,253.283,96,0.54,0.588,0.3153427582941809,0.45,1.6,-13.79,0.89,47.0,-1.859097133559606,25.63694947178697,-0.1689132136423285,24.7,Effect of water matrices on removal of veterinary pharmaceuticals by nanofiltration and reverse osmosis membranes
De-HL,NF,Ciprofloxacin,OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,139.32,15.0,7.0,20.0,0.5,10.0,331.347,96,0.502,0.748,0.3689424368716731,0.45,6.16,-13.79,0.28,47.0,0.7009062548873292,-9.665497254896268,-1.96689089734763,98.2,Effect of water matrices on removal of veterinary pharmaceuticals by nanofiltration and reverse osmosis membranes
De-HL,NF,Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,139.32,15.0,7.0,20.0,0.5,10.0,392.467,96,0.486,0.743,0.4409415966246648,0.45,12.13,-13.79,1.83,47.0,-7.413047459329147e-06,0.0001022259244641489,1.83,100.0,Effect of water matrices on removal of veterinary pharmaceuticals by nanofiltration and reverse osmosis membranes
LFC1,RO,Sulfamethoxazole,Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,34.89847715736041,15.0,7.0,20.0,0.5,10.0,253.283,180,0.54,0.588,0.3153427582941809,0.4031806108897714,1.6,-3.2,0.89,78.0,-1.859097133559606,5.949110827390741,-0.1689132136423285,97.2,Effect of water matrices on removal of veterinary pharmaceuticals by nanofiltration and reverse osmosis membranes
LFC1,RO,Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,34.89847715736041,15.0,7.0,20.0,0.5,10.0,392.467,180,0.486,0.743,0.4409415966246648,0.4031806108897714,12.13,-3.2,1.83,78.0,-7.413047459329147e-06,2.372175186985327e-05,1.83,99.2,Effect of water matrices on removal of veterinary pharmaceuticals by nanofiltration and reverse osmosis membranes
LFC1,RO,Ciprofloxacin,OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,34.89847715736041,15.0,7.0,20.0,0.5,10.0,331.347,180,0.502,0.748,0.3689424368716731,0.4031806108897714,6.16,-3.2,0.28,78.0,0.7009062548873292,-2.242900015639453,-1.96689089734763,100.0,Effect of water matrices on removal of veterinary pharmaceuticals by nanofiltration and reverse osmosis membranes
NF,NF,Sulfamethoxazole,Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,113.1,15.0,7.0,20.0,0.5,10.0,253.283,330,0.54,0.588,0.3153427582941809,0.43,1.6,-5.48,0.89,53.8,-1.859097133559606,10.18785229190664,-0.1689132136423285,29.4,Effect of water matrices on removal of veterinary pharmaceuticals by nanofiltration and reverse osmosis membranes
