Name of Membranes,Type of Membranes,NAME of TrOCs,Pure water flux            (L·m-2·h-1),Pressure (bar),pH,Temperature (oC),Filtration duration (h),TrOC concentration (mg/L),Cross-flow velocity   (cm·s-1),MW (Da),MWCO (Da),Min projection (nm),Max projection (nm),Molecular radius (nm),Pore radius (nm),pKa1 ,pKa2,Zeta potential (mV),log Kow,Contact angle (°),ɸ,Molecular charge,Charge product,log D ,TrOC Rejection (%),Data group,Reference
NF90,NF,Benzylparaben,56.33802816901409,8.0,7.0,20.0,12.0,0.2,,228.246999999999,180,0.41100000000000003,0.693,0.3332865116555292,0.34,8.2,,-27.29,3.56,64.0,0.0003898869009631983,-0.059350943102767666,1.6196872372745295,3.56,33.0,1.0,A highly selective surface coating for enhanced membrane rejection ofendocrine disrupting compounds: Mechanistic insights andimplications
NF90,NF,Propylparaben,56.33802816901409,8.0,7.0,20.0,12.0,0.2,,180.202999999999,180,0.392,0.62,0.31476091059101124,0.34,8.5,,-27.29,3.04,64.0,0.005510481264662015,-0.0306534300317155,0.8365321055655159,3.04,49.0,1.0,A highly selective surface coating for enhanced membrane rejection ofendocrine disrupting compounds: Mechanistic insights andimplications
NF90,NF,Ethylparaben,56.33802816901409,8.0,7.0,20.0,12.0,0.2,,166.176,180,0.40199999999999997,0.576,0.2668263877613856,0.34,8.34,,-27.29,2.47,64.0,0.046318144706289796,-0.043710847735683976,1.1928690347068156,2.47,50.0,1.0,A highly selective surface coating for enhanced membrane rejection ofendocrine disrupting compounds: Mechanistic insights andimplications
NF90,NF,Bisphenol A,56.33802816901409,8.0,7.0,20.0,12.0,0.2,,228.291,180,0.453,0.562,0.33815520201831595,0.34,9.6,,-27.29,3.32,64.0,2.9440134889495247e-05,-0.002505592667285735,0.06837762389022771,3.32,97.0,1.0,A highly selective surface coating for enhanced membrane rejection ofendocrine disrupting compounds: Mechanistic insights andimplications
NF270,NF,Benzylparaben,134.0,10.0,7.0,20.0,12.0,0.2,22.4,228.246999999999,330,0.41100000000000003,0.693,0.3332865116555292,0.42,8.2,,-42.7,3.56,40.2,0.042626015084278185,-0.059350943102767666,2.5342852704881795,3.56,19.5489,2.0,A One-Step Rapid Assembly of Thin Film Coating Using Green Coordination Complexes for Enhanced Removal of Trace Organic Contaminants by Membranes 
NF270,NF,Ethylparaben,134.0,10.0,7.0,20.0,12.0,0.2,22.4,166.176,330,0.40199999999999997,0.576,0.2668263877613856,0.42,8.34,,-42.7,2.47,40.2,0.13300541658857937,-0.043710847735683976,1.8664531983137058,2.47,19.8496,2.0,A One-Step Rapid Assembly of Thin Film Coating Using Green Coordination Complexes for Enhanced Removal of Trace Organic Contaminants by Membranes 
NF270,NF,Propylparaben,134.0,10.0,7.0,20.0,12.0,0.2,22.4,180.202999999999,330,0.392,0.62,0.31476091059101124,0.42,8.5,,-42.7,3.04,40.2,0.06278495430631022,-0.0306534300317155,1.3089014623542519,3.04,21.203,2.0,A One-Step Rapid Assembly of Thin Film Coating Using Green Coordination Complexes for Enhanced Removal of Trace Organic Contaminants by Membranes 
NF270,NF,Methylparaben,134.0,10.0,7.0,20.0,12.0,0.2,22.4,152.149,330,0.339,0.5509999999999999,0.2754787664970557,0.42,8.5,,-42.7,1.96,40.2,0.11840355404315496,-0.0306534300317155,1.3089014623542519,1.96,21.5038,2.0,A One-Step Rapid Assembly of Thin Film Coating Using Green Coordination Complexes for Enhanced Removal of Trace Organic Contaminants by Membranes 
NF270,NF,Trimethoprim,134.0,10.0,7.0,20.0,12.0,0.2,22.4,290.323,330,0.497,0.6950000000000001,0.37984797029029826,0.42,,7.12,-42.7,0.91,40.2,0.009139373524993031,0.5686413918836677,-24.28098743343261,-0.5381900903289282,77.4436,2.0,A One-Step Rapid Assembly of Thin Film Coating Using Green Coordination Complexes for Enhanced Removal of Trace Organic Contaminants by Membranes 
NF270,NF,Sulfadiazine,134.0,10.0,7.0,20.0,12.0,0.2,22.4,250.283,330,0.453,0.612,0.3093115947296739,0.42,6.36,,-42.7,-0.09,40.2,0.06945534615242602,-0.8136122105055866,34.74124138858855,-0.09,81.6541,2.0,A One-Step Rapid Assembly of Thin Film Coating Using Green Coordination Complexes for Enhanced Removal of Trace Organic Contaminants by Membranes 
NF270,NF,Sulfamethoxazole,134.0,10.0,7.0,20.0,12.0,0.2,22.4,253.283,330,0.54,0.588,0.3153427582941809,0.42,1.6,5.7,-42.7,0.89,40.2,0.06209262041649797,-1.952265506856825,83.36173714278644,-0.22198049011598286,82.406,2.0,A One-Step Rapid Assembly of Thin Film Coating Using Green Coordination Complexes for Enhanced Removal of Trace Organic Contaminants by Membranes 
NF270,NF,Sulfamethazine,134.0,10.0,7.0,20.0,12.0,0.2,22.4,278.337,330,0.49000000000000005,0.704,0.33697261889209035,0.42,2.65,7.65,-42.7,0.89,40.2,0.039079059034229424,-0.9995563875055626,42.681057746487525,0.89,91.4286,2.0,A One-Step Rapid Assembly of Thin Film Coating Using Green Coordination Complexes for Enhanced Removal of Trace Organic Contaminants by Membranes 
NF270,NF,Norfloxacin,134.0,10.0,7.0,20.0,12.0,0.2,22.4,319.336,330,0.516,0.744,0.3854363846657497,0.42,6.34,8.75,-42.7,-1.03,40.2,0.006772355470374276,0.8359071041684609,-35.693233347993285,-3.1378030081271744,95.0376,2.0,A One-Step Rapid Assembly of Thin Film Coating Using Green Coordination Complexes for Enhanced Removal of Trace Organic Contaminants by Membranes 
NF270,NF,Ofloxacin,134.0,10.0,7.0,20.0,12.0,0.2,22.4,361.373,330,0.5269999999999999,0.82,0.39179594163575737,0.42,5.97,9.28,-42.7,-0.39,40.2,0.004509460930916122,0.8891019191364646,-37.964651947127045,-2.0247798084864157,95.188,2.0,A One-Step Rapid Assembly of Thin Film Coating Using Green Coordination Complexes for Enhanced Removal of Trace Organic Contaminants by Membranes 
SW30XLE,RO,Acetic acid,34.1,15.5,3.0,25.0,0.5,2000.0,21.0,60.052,96,0.275,0.327,0.1645091332997442,,4.76,,-15.0,2.14,55.0,,-0.017081171546793474,0.25621757320190214,2.0960716805656823,78.4,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
SW30XLE,RO,Propanoic Acid ,34.1,15.5,3.0,25.0,0.5,2000.0,21.0,74.079,96,0.271,0.365,0.19234949890679492,,4.88,,-15.0,0.33,55.0,,-0.01301104836375208,0.1951657254562812,0.3059554321846757,91.03,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
SW30XLE,RO,Butyric acid,34.1,15.5,3.0,25.0,0.5,2000.0,21.0,88.1059999999999,96,0.269,0.442,0.21812685622354322,,4.82,,-15.0,0.79,55.0,,-0.014909941389328635,0.22364912083992952,0.7620673564314462,96.5,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
SW30XLE,RO,4-Hydroxybenzoic Acid ,34.1,15.5,3.0,25.0,0.5,20.0,21.0,138.121999999999,96,0.363,0.505,0.2218143011323027,,4.54,,-15.0,1.58,55.0,,-0.028031867151696522,0.4204780072754478,1.5228248121632104,98.3,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
SW30XLE,RO,Cinnamic Acid,34.1,15.5,3.0,25.0,0.5,20.0,21.0,148.161,96,0.351,0.5589999999999999,0.26234504176733864,,4.34,,-15.0,2.13,55.0,,-0.043710847735683976,0.6556627160352596,2.0431197892997073,98.6,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
SW30XLE,RO,Thymol,34.1,15.5,3.0,25.0,0.5,20.0,21.0,150.220999999999,100,0.37,0.526,0.29815751168243554,,10.62,,-33.0,3.3,55.0,,-2.398832861475502e-08,7.916148442869157e-07,3.3,99.7,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
SW30XLE,RO,Methanol,34.1,15.5,7.0,25.0,0.5,2000.0,21.0,32.042,100,0.22000000000000003,0.262,0.13145717648167643,,15.3,,-15.0,-0.77,55.0,,-5.011872311153847e-09,7.51780846673077e-08,-0.77,20.0,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
SW30XLE,RO,Ethanol,34.1,15.5,7.0,25.0,0.5,2000.0,21.0,46.069,100,0.23900000000000002,0.323,0.16605142653368316,,15.9,,-15.0,-0.31,55.0,,-1.2589254102092692e-09,1.8883881153139038e-08,-0.31,68.7,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
SW30XLE,RO,Urea,34.1,15.5,7.0,25.0,0.5,2000.0,21.0,60.056,100,0.28700000000000003,0.319,0.14277148504511986,,0.1,,-15.0,-2.11,55.0,,-0.9999998741074746,14.999998111612118,-3.735003100236046,73.8,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
SW30XLE,RO,Boric Acid,34.1,15.5,7.0,25.0,0.5,200.0,21.0,61.833,100,0.274,0.32,0.13837721696334296,,9.24,,-15.0,0.175,55.0,,-0.0057214757170903794,0.0858221357563557,0.175,83.5,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
SW30XLE,RO,"1,2-ethanediol",34.1,15.5,7.0,25.0,0.5,2000.0,21.0,62.068,100,0.26,0.375,0.16149164549261102,,15.1,,-33.0,-1.36,55.0,,-7.943282284147075e-09,2.621283153768535e-07,-1.36,85.6,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
SW30XLE,RO,1-Butanol ,34.1,15.5,7.0,25.0,0.5,2000.0,21.0,74.1229999999999,100,0.282,0.449,0.21746465049449232,,16.1,,-33.0,0.88,55.0,,-7.943282340933199e-10,2.6212831725079556e-08,0.88,94.7,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
SW30XLE,RO,"1,3-Propandiol",34.1,15.5,7.0,25.0,0.5,2000.0,21.0,76.095,100,0.267,0.437,0.19012411737825635,,14.8,,-33.0,-1.04,55.0,,-1.5848931673422437e-08,5.230147452229404e-07,-1.04,96.5,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
SW30XLE,RO,"1,4-Butanediol",34.1,15.5,7.0,25.0,0.5,2000.0,21.0,90.122,100,0.27,0.503,0.21326708933135632,,14.5,,-33.0,-0.83,55.0,,-3.162277560168373e-08,1.043551594855563e-06,-0.83,98.0,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
SW30XLE,RO,"1,4-Dioxane",34.1,15.5,7.0,25.0,0.5,200.0,21.0,88.106,100,0.29300000000000004,0.362,0.20835797252594918,,14.0,,-33.0,-0.27,55.0,,0.0,0.0,-0.27,98.4,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
SW30XLE,RO,"1,5-Pentanediol",34.1,15.5,7.0,25.0,0.5,2000.0,21.0,104.149,100,0.28900000000000003,0.567,0.23584734407852265,,14.83,,-33.0,-0.1,55.0,,-1.4791083662905866e-08,4.881057608758935e-07,-0.1,98.7,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
SW30XLE,RO,Cinnamic Acid,34.1,15.5,7.0,25.0,0.5,20.0,21.0,148.161,100,0.351,0.5589999999999999,0.26234504176733864,,4.34,,-33.0,2.13,55.0,,-0.9978170142285467,32.92796146954204,0.14672680976758623,98.9,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
SW30XLE,RO,Glycerol,34.1,15.5,7.0,25.0,0.5,2000.0,21.0,92.094,100,0.301,0.438,0.18991238664148963,,14.4,,-33.0,-1.76,55.0,,-3.981071547045644e-08,1.3137536105250627e-06,-1.76,99.2,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
SW30XLE,RO,4-Hydroxybenzoic Acid ,34.1,15.5,7.0,25.0,0.5,20.0,21.0,138.121999999999,100,0.363,0.505,0.2218143011323027,,4.54,,-33.0,1.58,55.0,,-0.9965446125969272,32.885972215698594,-0.4526018636087117,99.2,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
SW30XLE,RO,Erythritol,34.1,15.5,7.0,25.0,0.5,2000.0,21.0,122.119999999999,100,0.33599999999999997,0.472,0.20772947513878956,,13.903,,-33.0,-2.29,55.0,,-1.250258873902973e-07,4.1258542838798115e-06,-2.29,99.6,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
SW30XLE,RO,Thymol,34.1,15.5,7.0,25.0,0.5,20.0,21.0,150.220999999999,100,0.37,0.526,0.29815751168243554,,10.62,,-33.0,3.3,55.0,,-0.0002398257617087477,0.007914250136388674,3.3,99.7,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
SW30XLE,RO,Xylitol,34.1,15.5,7.0,25.0,0.5,2000.0,21.0,152.146,100,0.337,0.518,0.24637668301140211,,11.3,,-33.0,-2.56,55.0,,-5.011621160218179e-05,0.001653834982871999,-2.56,99.7,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
SW30XLE,RO,Glucose,34.1,15.5,7.0,25.0,0.5,2000.0,21.0,180.156,100,0.40099999999999997,0.481,0.2515616313767203,,12.45,,-33.0,-3.24,55.0,,-3.5481213031263073e-06,0.00011708800300316814,-3.24,99.7,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
SW30XLE,RO,Mannitol,34.1,15.5,7.0,25.0,0.5,2000.0,21.0,182.172,100,0.354,0.5389999999999999,0.25563856128035806,,13.5,,-33.0,-3.1,55.0,,-3.1622766601686895e-07,1.0435512978556676e-05,-3.1,99.7,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
XLE,RO,Cinnamic Acid,47.902,8.6,3.0,25.0,0.5,20.0,21.0,148.161,96,0.351,0.5589999999999999,0.26234504176733864,0.3,4.34,,-15.0,2.13,66.3,0.015754398661149686,-0.043710847735683976,0.6556627160352596,2.0431197892997073,94.4,4.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
XLE,RO,4-Hydroxybenzoic Acid ,47.902,8.6,3.0,25.0,0.5,20.0,21.0,138.121999999999,96,0.363,0.505,0.2218143011323027,0.3,4.54,,-15.0,1.58,66.3,0.06792226119366936,-0.028031867151696522,0.4204780072754478,1.5228248121632104,95.4,4.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
XLE,RO,Thymol,47.902,8.6,3.0,25.0,0.5,20.0,21.0,150.220999999999,100,0.37,0.526,0.29815751168243554,0.3,10.62,,-33.0,3.3,66.3,3.771959111512799e-05,-2.398832861475502e-08,7.916148442869157e-07,3.3,98.9,4.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
XLE,RO,Methanol,47.902,8.6,7.0,25.0,0.5,2000.0,21.0,32.042,96,0.22000000000000003,0.262,0.13145717648167643,0.3,15.3,,-15.0,-0.77,65.0,0.3156298151058752,-5.011872311153847e-09,7.51780846673077e-08,-0.77,21.0,4.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
XLE,RO,Ethanol,47.902,8.6,7.0,25.0,0.5,2000.0,21.0,46.069,96,0.23900000000000002,0.323,0.16605142653368316,0.3,15.9,,-15.0,-0.31,65.0,0.1993580037073475,-1.2589254102092692e-09,1.8883881153139038e-08,-0.31,50.7,4.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
XLE,RO,Boric Acid,47.902,8.6,7.0,25.0,0.5,200.0,21.0,61.833,96,0.274,0.32,0.13837721696334296,0.3,9.24,,-15.0,0.175,65.0,0.2902435999612702,-0.0057214757170903794,0.0858221357563557,0.175,69.3,4.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
XLE,RO,Propanolol,47.902,8.6,7.0,25.0,0.5,2000.0,21.0,294.802,96,0.466,0.741,0.4143107346896919,0.3,,9.53,-15.0,3.48,65.0,-0.14518826739219032,0.9970574747809099,-14.955862121713649,0.6761204636410381,82.2,4.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
XLE,RO,1-Butanol ,47.902,8.6,7.0,25.0,0.5,2000.0,21.0,74.1229999999999,96,0.282,0.449,0.21746465049449232,0.3,16.1,,-15.0,0.88,65.0,0.07568982131107006,-7.943282340933199e-10,1.1914923511399798e-08,0.88,87.8,4.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
XLE,RO,Isopropanol,47.902,8.6,7.0,25.0,0.5,2000.0,21.0,60.096,96,0.29500000000000004,0.33599999999999997,0.19535704946778623,0.3,17.1,,-15.0,0.05,65.0,0.12166830106763706,-7.943282346611806e-11,1.1914923519917708e-09,0.05,93.9,4.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
XLE,RO,"1,4-Dioxane",47.902,8.6,7.0,25.0,0.5,200.0,21.0,88.106,96,0.29300000000000004,0.362,0.20835797252594918,0.3,14.0,,-15.0,-0.27,65.0,0.09331401332838538,0.0,0.0,-0.27,96.5,4.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
XLE,RO,2-Butanol,47.902,8.6,7.0,25.0,0.5,2000.0,21.0,74.1229999999999,96,0.29900000000000004,0.397,0.21803054420401083,0.3,17.6,,-15.0,0.61,65.0,0.07465546314989582,-2.511886431446471e-11,3.7678296471697063e-10,0.61,97.2,4.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
XLE,RO,Glycerol,47.902,8.6,7.0,25.0,0.5,2000.0,21.0,92.094,96,0.301,0.438,0.18991238664148963,0.3,14.4,,-15.0,-1.76,65.0,0.13465869572192077,-3.981071547045644e-08,5.971607320568466e-07,-1.76,97.9,4.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
XLE,RO,Cinnamic Acid,47.902,8.6,7.0,25.0,0.5,20.0,21.0,148.161,100,0.351,0.5589999999999999,0.26234504176733864,0.3,4.34,,-15.0,2.13,65.0,0.015754398661149686,-0.9978170142285467,14.967255213428201,0.14672680976758623,99.0,4.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
XLE,RO,Thymol,47.902,8.6,7.0,25.0,0.5,20.0,21.0,150.220999999999,100,0.37,0.526,0.29815751168243554,0.3,10.62,,-15.0,3.3,65.0,3.771959111512799e-05,-0.0002398257617087477,0.0035973864256312153,3.3,99.1,4.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
XLE,RO,4-Hydroxybenzoic Acid ,47.902,8.6,7.0,25.0,0.5,20.0,21.0,138.121999999999,100,0.363,0.505,0.2218143011323027,0.3,4.54,,-15.0,1.58,65.0,0.06792226119366936,-0.9965446125969272,14.948169188953907,-0.4526018636087117,99.3,4.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
XLE,RO,Glucose,47.902,8.6,7.0,25.0,0.5,2000.0,21.0,180.156,100,0.40099999999999997,0.481,0.2515616313767203,0.3,12.45,,-15.0,-3.24,65.0,0.0260697283876081,-3.5481213031263073e-06,5.3221819546894606e-05,-3.24,99.4,4.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes 
TS80,NF,N-Nitrosodimethylamine,22.5,5.0,7.5,20.0,96.0,0.002,20.0,74.083,200,0.3,0.34900000000000003,0.19099715679637932,0.42,,-3.63,-32.7,-0.57,37.5,0.2972919625586286,7.41310241295422e-12,-2.42408448903603e-10,-0.57,6.7,5.0,A Semi-Quantitative Method for Prediction of the Rejection of Uncharged Organic Micropollutants with Nanofiltration
TS80,NF,Ethanol,22.5,5.0,7.5,20.0,96.0,0.002,20.0,46.069,200,0.23900000000000002,0.323,0.16605142653368316,0.42,15.9,,-32.7,-0.31,37.5,0.36558887735588047,-3.9810716896860346e-09,1.3018104425273334e-07,-0.31,8.7,5.0,A Semi-Quantitative Method for Prediction of the Rejection of Uncharged Organic Micropollutants with Nanofiltration
TS80,NF,2-Ethoxyethanol,22.5,5.0,7.5,20.0,96.0,0.002,20.0,90.122,200,0.275,0.507,0.22489107775365777,0.42,14.8,,-32.7,-0.32,37.5,0.21580210623656018,-5.011872085084068e-08,1.6388821718224905e-06,-0.32,21.0,5.0,A Semi-Quantitative Method for Prediction of the Rejection of Uncharged Organic Micropollutants with Nanofiltration
TS80,NF,2-(1H)-Quinoline,22.5,5.0,7.5,20.0,96.0,0.002,20.0,95.1009999999999,200,0.44699999999999995,0.601,0.18261889546230126,0.42,12.02,,-32.7,1.26,37.5,0.3194432471175615,-3.019860522072228e-05,0.0009874943907176186,1.26,21.5,5.0,A Semi-Quantitative Method for Prediction of the Rejection of Uncharged Organic Micropollutants with Nanofiltration
TS80,NF,2-Methoxyethanol,22.5,5.0,7.5,20.0,96.0,0.002,20.0,76.095,200,0.253,0.441,0.19947775629577802,0.42,14.8,,-32.7,-0.77,37.5,0.27568061206544375,-5.011872085084068e-08,1.6388821718224905e-06,-0.77,31.7,5.0,A Semi-Quantitative Method for Prediction of the Rejection of Uncharged Organic Micropollutants with Nanofiltration
TS80,NF,Bisphenol A,22.5,5.0,7.5,20.0,96.0,0.002,20.0,228.291,200,0.453,0.562,0.33815520201831595,0.42,9.6,,-32.7,3.32,37.5,0.03797375825772487,-0.007880683850330288,0.2576983619058004,3.32,37.5,5.0,A Semi-Quantitative Method for Prediction of the Rejection of Uncharged Organic Micropollutants with Nanofiltration
TS80,NF,N-(4-Methoxyphenyl)acetamide,22.5,5.0,7.5,20.0,96.0,0.002,20.0,165.192,200,0.374,0.643,0.28845800715031356,0.42,14.53,,-32.7,1.03,37.5,0.09809124650151337,-9.332542137006399e-08,3.0517412788010924e-06,1.03,38.3,5.0,A Semi-Quantitative Method for Prediction of the Rejection of Uncharged Organic Micropollutants with Nanofiltration
TS80,NF,N-Nitrosodipropylamine,22.5,5.0,7.5,20.0,96.0,0.002,20.0,130.191,200,0.376,0.591,0.2831749517469735,0.42,,-3.18,-32.7,1.36,37.5,0.10612864982677454,2.0892961308103858e-11,-6.831998347749962e-10,1.36,45.2,5.0,A Semi-Quantitative Method for Prediction of the Rejection of Uncharged Organic Micropollutants with Nanofiltration
TS80,NF,Linuron,22.5,5.0,7.5,20.0,96.0,0.002,20.0,249.096999999999,200,0.398,0.639,0.3121424816914341,0.42,12.13,,-32.7,3.2,37.5,0.06594809668754321,-2.344173862520751e-05,0.0007665448530442857,3.2,53.4,5.0,A Semi-Quantitative Method for Prediction of the Rejection of Uncharged Organic Micropollutants with Nanofiltration
TS80,NF,Glycerol,22.5,5.0,7.5,20.0,96.0,0.002,20.0,92.094,200,0.301,0.438,0.18991238664148963,0.42,14.4,,-32.7,-1.76,37.5,0.30011513503976955,-1.258925253304866e-07,4.116685578306912e-06,-1.76,79.0,5.0,A Semi-Quantitative Method for Prediction of the Rejection of Uncharged Organic Micropollutants with Nanofiltration
TS80,NF,Methyl tert-butyl ether,22.5,5.0,7.5,20.0,96.0,0.002,20.0,88.1499999999999,200,0.337,0.388,0.254705251794037,0.42,-3.7,,-32.7,0.94,37.5,0.1548886268961037,-0.9999999999936904,32.699999999793675,1.330000000122125,89.6,5.0,A Semi-Quantitative Method for Prediction of the Rejection of Uncharged Organic Micropollutants with Nanofiltration
TS80,NF,Estrone,22.5,5.0,7.5,20.0,96.0,0.002,20.0,270.372,200,0.40599999999999997,0.682,0.3667832440887863,0.42,10.25,,-32.7,3.13,37.5,0.016054552776154744,-0.001775122745809757,0.05804651378797906,3.13,90.0,5.0,A Semi-Quantitative Method for Prediction of the Rejection of Uncharged Organic Micropollutants with Nanofiltration
TS80,NF,Lindane,22.5,5.0,7.5,20.0,96.0,0.002,20.0,290.832,200,0.425,0.45199999999999996,0.30083323822625396,0.42,14.0,,-32.7,3.72,37.5,0.08050293147188628,0.0,0.0,3.72,90.8,5.0,A Semi-Quantitative Method for Prediction of the Rejection of Uncharged Organic Micropollutants with Nanofiltration
TS80,NF,Monomethyl phthalate,22.5,5.0,7.5,20.0,96.0,0.002,20.0,179.150999999999,200,0.438,0.544,0.2795281600682279,0.42,3.32,,-32.7,1.13,37.5,0.11186132547515536,-0.9999339350200692,32.69783967515627,1.059576274961112,93.5,5.0,A Semi-Quantitative Method for Prediction of the Rejection of Uncharged Organic Micropollutants with Nanofiltration
TS80,NF,N-acetyl-L-tyrosine,22.5,5.0,7.5,20.0,96.0,0.002,20.0,223.227999999999,200,0.41200000000000003,0.673,0.3166111372899026,0.42,3.15,,-32.7,1.32,37.5,0.060596694628613196,-0.9999553336359582,32.69853940989584,-2.9056369066436156,93.6,5.0,A Semi-Quantitative Method for Prediction of the Rejection of Uncharged Organic Micropollutants with Nanofiltration
TS80,NF,Dikegulac,22.5,5.0,7.5,20.0,96.0,0.002,20.0,292.284,200,0.45499999999999996,0.61,0.37287267260041324,0.42,1.77,,-32.7,1.35,37.5,0.012590617844829026,-0.9999981379163306,32.69993910986401,-1.9503187009353389,94.5,5.0,A Semi-Quantitative Method for Prediction of the Rejection of Uncharged Organic Micropollutants with Nanofiltration
TS80,NF,Glucose,22.5,5.0,7.5,20.0,96.0,0.002,20.0,180.156,200,0.40099999999999997,0.481,0.2515616313767203,0.42,12.45,,-32.7,-3.24,37.5,0.16083607723623505,-1.122005865189099e-05,0.00036689591791683537,-3.24,98.1,5.0,A Semi-Quantitative Method for Prediction of the Rejection of Uncharged Organic Micropollutants with Nanofiltration
TS80,NF,Sucrose,22.5,5.0,7.5,20.0,96.0,0.002,20.0,342.297,200,0.529,0.584,0.36459331155819796,0.42,12.62,,-32.7,-3.7,37.5,0.01740306759686461,-7.585718206734624e-06,0.00024805298536022225,-3.7,98.5,5.0,A Semi-Quantitative Method for Prediction of the Rejection of Uncharged Organic Micropollutants with Nanofiltration
NF270,NF,Atrazine,76.0,5.0,7.0,25.0,0.5,0.01,,215.688,96,0.479,0.636,0.32121518285214035,0.42,1.7,,-42.7,2.61,28.0,0.0553199552093881,-0.9999949881527824,42.699785994123815,2.660003760889863,73.79,6.0,A systematic study on triazine retention by fouled with humic substances NF/ULPRO membranes
NF90,NF,Atrazine,42.4,5.0,7.0,25.0,0.5,0.01,,215.688,180,0.479,0.636,0.32121518285214035,0.34,1.7,,-27.29,2.61,62.0,0.003052503073343622,-0.9999949881527824,27.28986322668943,2.660003760889863,80.99,7.0,A systematic study on triazine retention by fouled with humic substances NF/ULPRO membranes
XLE,RO,Atrazine,43.0,5.0,7.0,25.0,0.5,0.01,,215.688,330,0.479,0.636,0.32121518285214035,0.3,1.7,,-33.0,2.61,65.0,-0.0050009331494416855,-0.9999949881527824,32.99983460904182,2.660003760889863,82.59,6.0,A systematic study on triazine retention by fouled with humic substances NF/ULPRO membranes
NF270,NF,Prometryn,76.0,5.0,7.0,25.0,0.5,0.01,,241.364,96,0.53,0.678,0.3577901120853755,0.42,,4.09,-42.7,3.51,28.0,0.021939173210601737,0.0012287570693630284,-0.052467926861801316,3.50568790462563,82.96,7.0,A systematic study on triazine retention by fouled with humic substances NF/ULPRO membranes
