Name of Membranes,Type of Membranes,NAME of TrOCs,Pure water flux            (L·m-2·h-1),Pressure (bar),pH,Temperature (oC),Filtration duration (h),TrOC concentration (mg/L),Cross-flow velocity   (cm·s-1),MW (Da),MWCO (Da),Min projection (nm),Max projection (nm),Molecular radius (nm),Pore radius (nm),pKa1 ,pKa2,Zeta potential (mV),log Kow,Contact angle (°),ɸ,Molecular charge,Charge product,log D ,TrOC Rejection (%),Data group,Reference
DK,NF,Linuron,58.0,20.0,9.0,20.0,1.0,0.05,200.0,249.096999999999,250,0.398,0.639,0.3121424816914341,0.48,12.13,,-17.39,3.2,40.6,0.12229230231211165,-0.0007407611075055647,0.01288183565952177,3.2,65.4,232.0,Removal of phenyl-urea herbicides in ultrapure water by ultrafiltration and nanofiltration processes
DK,NF,Linuron,101.5,35.0,7.0,20.0,1.0,0.05,200.0,249.096999999999,250,0.398,0.639,0.3121424816914341,0.48,12.13,,-17.39,3.2,40.6,0.12229230231211165,-7.413047459329147e-06,0.00012891289531773387,3.2,93.6,235.0,Removal of phenyl-urea herbicides in ultrapure water by ultrafiltration and nanofiltration processes
De-HL,NF,Carbamazepine,46.44,5.0,7.0,25.0,24.0,0.02,212.5,236.274,180,0.44800000000000006,0.576,0.33345165595786874,0.45,13.9,,-30.6,2.45,26.8,0.06707909382203948,0.0,0.0,2.45,72.793,235.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Chloramphenicol,46.44,5.0,7.0,25.0,24.0,0.02,212.5,323.132,180,0.43499999999999994,0.747,0.35676096883845776,0.45,11.03,,-30.6,1.1,26.8,0.04293094781206444,-9.331672125655432e-05,0.002855491670450562,1.1,72.973,235.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Chloramphenicol,46.44,5.0,7.0,25.0,0.5,0.02,212.5,323.132,180,0.43499999999999994,0.747,0.35676096883845776,0.45,11.03,,-30.6,1.1,26.8,0.04293094781206444,-9.331672125655432e-05,0.002855491670450562,1.1,75.495,235.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Carbamazepine,46.44,5.0,7.0,25.0,0.5,0.02,212.5,236.274,180,0.44800000000000006,0.576,0.33345165595786874,0.45,13.9,,-30.6,2.45,26.8,0.06707909382203948,0.0,0.0,2.45,82.342,235.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Diclofenac,46.44,5.0,7.0,25.0,24.0,0.02,212.5,296.153,180,0.462,0.634,0.3476931977505725,0.45,4.15,,-30.6,4.51,26.8,0.05168731746421464,-0.9985894549032847,30.55683732004051,2.1899246783083397,89.369,235.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Clofibric acid,46.44,5.0,7.0,25.0,0.5,0.02,212.5,214.648,180,0.35,0.62,0.31493819502272646,0.45,3.12,,-30.6,2.57,26.8,0.0900824254998473,-0.9998681917018621,30.595966666076983,-0.22685459426045274,91.171,235.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Clofibric acid,46.44,5.0,7.0,25.0,24.0,0.02,212.5,214.648,180,0.35,0.62,0.31493819502272646,0.45,3.12,,-30.6,2.57,26.8,0.0900824254998473,-0.9998681917018621,30.595966666076983,-0.22685459426045274,91.712,235.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Ampicillin,46.44,5.0,7.0,25.0,0.5,0.02,212.5,349.412,180,0.449,0.794,0.38870974624140536,0.45,2.5,7.3,-30.6,1.35,26.8,0.018550593608853944,-0.9998422007010169,30.59517134145112,-2.2088090863131176,92.793,235.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Ciprofloxacin,46.44,5.0,7.0,25.0,24.0,0.02,212.5,331.347,180,0.502,0.748,0.36894243687167305,0.45,6.16,8.62,-30.6,0.28,26.8,0.0324460668656924,0.7009062548873292,-21.447731399552275,-1.9668908973476305,94.054,235.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Cephalexin,46.44,5.0,7.0,25.0,0.5,0.02,212.5,365.411,180,0.47400000000000003,0.638,0.39125306823277134,0.45,2.53,7.14,-30.6,0.65,26.8,0.0170429728003132,-0.9999193485754344,30.597532066408295,-3.4238920272801825,94.054,235.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Cephalexin,46.44,5.0,7.0,25.0,24.0,0.02,212.5,365.411,180,0.47400000000000003,0.638,0.39125306823277134,0.45,2.53,7.14,-30.6,0.65,26.8,0.0170429728003132,-0.9999193485754344,30.597532066408295,-3.4238920272801825,95.135,235.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Gemfibrozil,46.44,5.0,7.0,25.0,24.0,0.02,212.5,250.337999999999,180,0.499,0.743,0.3884540064460517,0.45,4.5,,-30.6,4.39,26.8,0.0187057250495933,-0.9968476908167399,30.50353933899224,2.3493716807259686,95.856,235.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Diclofenac,46.44,5.0,7.0,25.0,0.5,0.02,212.5,296.153,180,0.462,0.634,0.3476931977505725,0.45,4.15,,-30.6,4.51,26.8,0.05168731746421464,-0.9985894549032847,30.55683732004051,2.1899246783083397,97.477,235.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Ampicillin,46.44,5.0,7.0,25.0,24.0,0.02,212.5,349.412,180,0.449,0.794,0.38870974624140536,0.45,2.5,7.3,-30.6,1.35,26.8,0.018550593608853944,-0.9998422007010169,30.59517134145112,-2.2088090863131176,97.477,235.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Diltiazem,46.44,5.0,7.0,25.0,24.0,0.02,212.5,414.527,180,0.613,0.85,0.46854672713460255,0.45,,8.06,-30.6,2.7,26.8,-0.0016986720365698845,0.9198816569709808,-28.148378703312012,1.2277210354099395,97.477,235.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Gemfibrozil,46.44,5.0,7.0,25.0,0.5,0.02,212.5,250.337999999999,180,0.499,0.743,0.3884540064460517,0.45,4.5,,-30.6,4.39,26.8,0.0187057250495933,-0.9968476908167399,30.50353933899224,2.3493716807259686,99.279,235.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Ciprofloxacin,46.44,5.0,7.0,25.0,0.5,0.02,212.5,331.347,180,0.502,0.748,0.36894243687167305,0.45,6.16,8.62,-30.6,0.28,26.8,0.0324460668656924,0.7009062548873292,-21.447731399552275,-1.9668908973476305,99.279,235.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Erythromycin,46.44,5.0,7.0,25.0,24.0,0.02,212.5,733.937,180,0.683,0.932,0.6797200230450683,0.45,,8.9,-30.6,3.06,26.8,-0.2605989579645763,0.9875672647455576,-30.219558301214064,0.8153601848775871,99.459,235.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Diltiazem,46.44,5.0,7.0,25.0,0.5,0.02,212.5,414.527,180,0.613,0.85,0.46854672713460255,0.45,,8.06,-30.6,2.7,26.8,-0.0016986720365698845,0.9198816569709808,-28.148378703312012,1.2277210354099395,99.82,235.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Erythromycin,46.44,5.0,7.0,25.0,0.5,0.02,212.5,733.937,180,0.683,0.932,0.6797200230450683,0.45,,8.9,-30.6,3.06,26.8,-0.2605989579645763,0.9875672647455576,-30.219558301214064,0.8153601848775871,100.0,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,glucose,9.288,1.0,7.0,25.0,12.0,10.0,68.0,180.156,180,0.0,0.0,0.2515616313767203,0.45,12.45,,-30.6,-3.24,26.8,0.19445820316972176,-3.5481213031263073e-06,0.00010857251187566501,-3.24,70.6458,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,glucose,13.932,1.5,7.0,25.0,12.0,10.0,102.0,180.156,180,0.0,0.0,0.2515616313767203,0.45,12.45,,-30.6,-3.24,26.8,0.19445820316972176,-3.5481213031263073e-06,0.00010857251187566501,-3.24,77.6908,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,glucose,27.864,3.0,7.0,25.0,12.0,10.0,212.5,180.156,180,0.0,0.0,0.2515616313767203,0.45,12.45,,-30.6,-3.24,26.8,0.19445820316972176,-3.5481213031263073e-06,0.00010857251187566501,-3.24,80.0391,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,glucose,41.79600000000001,4.5,7.0,25.0,12.0,10.0,312.25,180.156,180,0.0,0.0,0.2515616313767203,0.45,12.45,,-30.6,-3.24,26.8,0.19445820316972176,-3.5481213031263073e-06,0.00010857251187566501,-3.24,82.3875,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Propanolol,46.44,5.0,7.0,25.0,24.0,0.02,212.5,294.802,180,0.466,0.741,0.4143107346896919,0.45,,9.53,-30.6,3.48,26.8,0.0062899933747632706,0.9970574747809099,-30.509958728295842,0.6761204636410381,71.892,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Sulfamethoxazole,46.44,5.0,7.0,25.0,0.5,0.02,212.5,253.283,180,0.54,0.588,0.3153427582941809,0.45,1.6,5.7,-30.6,0.89,26.8,0.0895435691052809,-1.8590971335596065,56.88837228692396,-0.16891321364232847,81.261,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Sulfadiazine,46.44,5.0,7.0,25.0,0.5,0.02,212.5,250.283,180,0.453,0.612,0.3093115947296739,0.45,6.36,,-30.6,-0.09,26.8,0.09774433272843222,-0.8136122105055866,24.896533641470953,-0.09,81.622,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Metoprolol,46.44,5.0,7.0,25.0,24.0,0.02,212.5,267.368999999999,180,0.43899999999999995,1.0070000000000001,0.4057420132561651,0.45,,9.56,-30.6,1.88,26.8,0.009672935262308478,0.9972533362368368,-30.515952088847207,-0.728501937152191,81.802,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Metoprolol,46.44,5.0,7.0,25.0,0.5,0.02,212.5,267.368999999999,180,0.43899999999999995,1.0070000000000001,0.4057420132561651,0.45,,9.56,-30.6,1.88,26.8,0.009672935262308478,0.9972533362368368,-30.515952088847207,-0.728501937152191,82.703,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Sulpiride,46.44,5.0,7.0,25.0,24.0,0.02,212.5,341.433,180,0.5519999999999999,0.714,0.40194252744592934,0.45,,9.12,-30.6,0.57,26.8,0.011405040337211134,0.992471335013991,-30.369622851428126,-1.5844763200003373,83.784,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Nizatidine,46.44,5.0,7.0,25.0,24.0,0.02,212.5,331.467,180,0.497,0.93,0.41187957623591204,0.45,,7.31,-30.6,1.1,26.8,0.007176131891129094,0.6712405808158316,-20.539961772964446,1.0178343158970802,85.586,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Sulfamethazine,46.44,5.0,7.0,25.0,0.5,0.02,212.5,278.337,180,0.49000000000000005,0.704,0.33697261889209035,0.45,2.65,7.65,-30.6,0.89,26.8,0.06308735249438345,-0.9995563875055626,30.586425457670217,0.89,86.306,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Sulpiride,46.44,5.0,7.0,25.0,0.5,0.02,212.5,341.433,180,0.5519999999999999,0.714,0.40194252744592934,0.45,,9.12,-30.6,0.57,26.8,0.011405040337211134,0.992471335013991,-30.369622851428126,-1.5844763200003373,87.928,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Sulfadiazine,46.44,5.0,7.0,25.0,24.0,0.02,212.5,250.283,180,0.453,0.612,0.3093115947296739,0.45,6.36,,-30.6,-0.09,26.8,0.09774433272843222,-0.8136122105055866,24.896533641470953,-0.09,88.829,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Sulfamethazine,46.44,5.0,7.0,25.0,24.0,0.02,212.5,278.337,180,0.49000000000000005,0.704,0.33697261889209035,0.45,2.65,7.65,-30.6,0.89,26.8,0.06308735249438345,-0.9995563875055626,30.586425457670217,0.89,88.829,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Sulfamethoxazole,46.44,5.0,7.0,25.0,24.0,0.02,212.5,253.283,180,0.54,0.588,0.3153427582941809,0.45,1.6,5.7,-30.6,0.89,26.8,0.0895435691052809,-1.8590971335596065,56.88837228692396,-0.16891321364232847,89.009,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Naproxen,46.44,5.0,7.0,25.0,0.5,0.02,212.5,230.262999999999,180,0.392,0.73,0.33244899602012684,0.45,4.84,2.74,-30.6,3.18,26.8,0.06823821499593162,-0.9931284718841809,30.389731239655937,1.09862278971032,89.55,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Nizatidine,46.44,5.0,7.0,25.0,0.5,0.02,212.5,331.467,180,0.497,0.93,0.41187957623591204,0.45,,7.31,-30.6,1.1,26.8,0.007176131891129094,0.6712405808158316,-20.539961772964446,1.0178343158970802,90.27,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Naproxen,46.44,5.0,7.0,25.0,24.0,0.02,212.5,230.262999999999,180,0.392,0.73,0.33244899602012684,0.45,4.84,2.74,-30.6,3.18,26.8,0.06823821499593162,-0.9931284718841809,30.389731239655937,1.09862278971032,91.351,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Nalidixic acid,46.44,5.0,7.0,25.0,24.0,0.02,212.5,232.238999999999,180,0.516,0.636,0.32025638719070443,0.45,6.01,,-30.6,1.59,26.8,0.08312792624596742,-0.9071699361527149,27.75940004627308,0.9946735597791301,92.252,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Indomethacin,46.44,5.0,7.0,25.0,24.0,0.02,212.5,357.793,180,0.524,0.8539999999999999,0.40615816997435206,0.45,4.5,,-30.6,4.27,26.8,0.009491881777766945,-0.9968476908167399,30.50353933899224,1.454273330286334,93.153,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Propanolol,46.44,5.0,7.0,25.0,0.5,0.02,212.5,294.802,180,0.466,0.741,0.4143107346896919,0.45,,9.53,-30.6,3.48,26.8,0.0062899933747632706,0.9970574747809099,-30.509958728295842,0.6761204636410381,93.694,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Norfloxacin,46.44,5.0,7.0,25.0,24.0,0.02,212.5,319.336,180,0.516,0.744,0.3854363846657497,0.45,6.34,8.75,-30.6,-1.03,26.8,0.020584989753229834,0.8359071041684609,-25.578757387554905,-3.1378030081271744,95.676,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Nalidixic acid,46.44,5.0,7.0,25.0,0.5,0.02,212.5,232.238999999999,180,0.516,0.636,0.32025638719070443,0.45,6.01,,-30.6,1.59,26.8,0.08312792624596742,-0.9071699361527149,27.75940004627308,0.9946735597791301,97.838,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Roxithromycin,46.44,5.0,7.0,25.0,24.0,0.02,212.5,837.057999999999,180,0.9119999999999999,1.083,0.7177130859539779,0.45,,9.27,-30.6,3.73,26.8,-0.3539273895851948,0.9946583682969876,-30.43654606988782,1.941941928835152,98.378,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Norfloxacin,46.44,5.0,7.0,25.0,0.5,0.02,212.5,319.336,180,0.516,0.744,0.3854363846657497,0.45,6.34,8.75,-30.6,-1.03,26.8,0.020584989753229834,0.8359071041684609,-25.578757387554905,-3.1378030081271744,99.459,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Roxithromycin,46.44,5.0,7.0,25.0,0.5,0.02,212.5,837.057999999999,180,0.9119999999999999,1.083,0.7177130859539779,0.45,,9.27,-30.6,3.73,26.8,-0.3539273895851948,0.9946583682969876,-30.43654606988782,1.941941928835152,99.82,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,Indomethacin,46.44,5.0,7.0,25.0,0.5,0.02,212.5,357.793,180,0.524,0.8539999999999999,0.40615816997435206,0.45,4.5,,-30.6,4.27,26.8,0.009491881777766945,-0.9968476908167399,30.50353933899224,1.454273330286334,100.0,236.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,glucose,55.728,6.0,7.0,25.0,12.0,10.0,382.0,180.156,180,0.0,0.0,0.2515616313767203,0.45,12.45,,-30.6,-3.24,26.8,0.19445820316972176,-3.5481213031263073e-06,0.00010857251187566501,-3.24,85.1272,233.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,glucose,69.66,7.5,7.0,25.0,12.0,10.0,395.0,180.156,180,0.0,0.0,0.2515616313767203,0.45,12.45,,-13.79,-3.24,26.8,0.19445820316972176,-3.5481213031263073e-06,4.8928592770111774e-05,-3.24,87.8669,233.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
De-HL,NF,glucose,83.59200000000001,9.0,7.0,25.0,12.0,10.0,457.0,180.156,180,0.0,0.0,0.2515616313767203,0.45,12.45,,-13.79,-3.24,26.8,0.19445820316972176,-3.5481213031263073e-06,4.8928592770111774e-05,-3.24,91.3894,233.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Carbamazepine,15.498,5.0,7.0,25.0,24.0,0.02,33.55,236.274,175,0.44800000000000006,0.576,0.33345165595786874,,13.9,,-27.29,2.45,22.6,,0.0,0.0,2.45,94.0227,233.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Erythromycin,15.498,5.0,7.0,25.0,24.0,0.02,33.55,733.937,175,0.683,0.932,0.6797200230450683,,,8.9,-27.29,3.06,22.6,,0.9875672647455576,-26.950710654906263,0.8153601848775871,94.7621,233.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Chloramphenicol,15.498,5.0,7.0,25.0,24.0,0.02,33.55,323.132,175,0.43499999999999994,0.747,0.35676096883845776,,11.03,,-27.29,1.1,22.6,,-9.331672125655432e-05,0.002546613323091367,1.1,95.1975,233.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Cephalexin,15.498,5.0,7.0,25.0,24.0,0.02,33.55,365.411,175,0.47400000000000003,0.638,0.39125306823277134,,2.53,7.14,-27.29,0.65,22.6,,-0.9999193485754344,27.287799022623606,-3.4238920272801825,95.2613,233.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Clofibric acid,15.498,5.0,7.0,25.0,24.0,0.02,33.55,214.648,175,0.35,0.62,0.31493819502272646,,3.12,,-27.29,2.57,22.6,,-0.9998681917018621,27.286402951543817,-0.22685459426045274,95.531,233.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Diclofenac,15.498,5.0,7.0,25.0,24.0,0.02,33.55,296.153,175,0.462,0.634,0.3476931977505725,,4.15,,-27.29,4.51,22.6,,-0.9985894549032847,27.25150622431064,2.1899246783083397,95.7354,233.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Cephalexin,15.498,5.0,7.0,25.0,0.5,0.02,33.55,365.411,175,0.47400000000000003,0.638,0.39125306823277134,,2.53,7.14,-27.29,0.65,22.6,,-0.9999193485754344,27.287799022623606,-3.4238920272801825,95.7675,233.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Chloramphenicol,15.498,5.0,7.0,25.0,0.5,0.02,33.55,323.132,175,0.43499999999999994,0.747,0.35676096883845776,,11.03,,-27.29,1.1,22.6,,-9.331672125655432e-05,0.002546613323091367,1.1,96.9275,233.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Clofibric acid,15.498,5.0,7.0,25.0,0.5,0.02,33.55,214.648,175,0.35,0.62,0.31493819502272646,,3.12,,-27.29,2.57,22.6,,-0.9998681917018621,27.286402951543817,-0.22685459426045274,97.0921,233.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Erythromycin,15.498,5.0,7.0,25.0,0.5,0.02,33.55,733.937,175,0.683,0.932,0.6797200230450683,,,8.9,-27.29,3.06,22.6,,0.9875672647455576,-26.950710654906263,0.8153601848775871,97.6735,233.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Diltiazem,15.498,5.0,7.0,25.0,24.0,0.02,33.55,414.527,175,0.613,0.85,0.46854672713460255,,,8.06,-27.29,2.7,22.6,,0.9198816569709808,-25.103570418738066,1.2277210354099395,98.3872,233.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Carbamazepine,15.498,5.0,7.0,25.0,0.5,0.02,33.55,236.274,175,0.44800000000000006,0.576,0.33345165595786874,,13.9,,-27.29,2.45,22.6,,0.0,0.0,2.45,98.7904,233.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Diltiazem,15.498,5.0,7.0,25.0,0.5,0.02,33.55,414.527,175,0.613,0.85,0.46854672713460255,,,8.06,-27.29,2.7,22.6,,0.9198816569709808,-25.103570418738066,1.2277210354099395,98.8936,233.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Diclofenac,15.498,5.0,7.0,25.0,0.5,0.02,33.55,296.153,175,0.462,0.634,0.3476931977505725,,4.15,,-27.29,4.51,22.6,,-0.9985894549032847,27.25150622431064,2.1899246783083397,99.4484,233.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Gemfibrozil,15.498,5.0,7.0,25.0,0.5,0.02,33.55,250.337999999999,175,0.499,0.743,0.3884540064460517,,4.5,,-27.29,4.39,22.6,,-0.9968476908167399,27.20397348238883,2.3493716807259686,99.979,233.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Gemfibrozil,15.498,5.0,7.0,25.0,24.0,0.02,33.55,250.337999999999,175,0.499,0.743,0.3884540064460517,,4.5,,-27.29,4.39,22.6,,-0.9968476908167399,27.20397348238883,2.3493716807259686,100.0,233.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Ciprofloxacin,15.498,5.0,7.0,25.0,0.5,0.02,33.55,331.347,175,0.502,0.748,0.36894243687167305,,6.16,8.62,-27.29,0.28,22.6,,0.7009062548873292,-19.127731695875212,-1.9668908973476305,100.0,233.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Ciprofloxacin,15.498,5.0,7.0,25.0,24.0,0.02,33.55,331.347,175,0.502,0.748,0.36894243687167305,,6.16,8.62,-27.29,0.28,22.6,,0.7009062548873292,-19.127731695875212,-1.9668908973476305,100.0,234.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Ampicillin,15.498,5.0,7.0,25.0,0.5,0.02,33.55,349.412,175,0.449,0.794,0.38870974624140536,,2.5,7.3,-27.29,1.35,22.6,,-0.9998422007010169,27.28569365713075,-2.2088090863131176,100.0,234.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Ampicillin,15.498,5.0,7.0,25.0,24.0,0.02,33.55,349.412,175,0.449,0.794,0.38870974624140536,,2.5,7.3,-27.29,1.35,22.6,,-0.9998422007010169,27.28569365713075,-2.2088090863131176,100.0,234.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Glucose,7.749,2.5,7.0,25.0,12.0,10.0,,180.156,330,0.4,0.48,0.2515616313767203,,12.45,,-13.79,-3.24,26.8,,-3.5481213031263073e-06,4.8928592770111774e-05,-3.24,93.9335,234.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Sulpiride,15.498,5.0,7.0,25.0,24.0,0.02,33.55,341.433,175,0.5519999999999999,0.714,0.40194252744592934,,,9.12,-27.29,0.57,22.6,,0.992471335013991,-27.084542732531812,-1.5844763200003373,92.2546,234.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Nizatidine,15.498,5.0,7.0,25.0,24.0,0.02,33.55,331.467,175,0.497,0.93,0.41187957623591204,,,7.31,-27.29,1.1,22.6,,0.6712405808158316,-18.318155450464044,1.0178343158970802,93.6857,234.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Sulfadiazine,15.498,5.0,7.0,25.0,24.0,0.02,33.55,250.283,175,0.453,0.612,0.3093115947296739,,6.36,,-27.29,-0.09,22.6,,-0.8136122105055866,22.20347722469746,-0.09,93.7308,234.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Metoprolol,15.498,5.0,7.0,25.0,24.0,0.02,33.55,267.368999999999,175,0.43899999999999995,1.0070000000000001,0.4057420132561651,,,9.56,-27.29,1.88,22.6,,0.9972533362368368,-27.215043545903274,-0.728501937152191,93.7874,234.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Sulfadiazine,15.498,5.0,7.0,25.0,0.5,0.02,33.55,250.283,175,0.453,0.612,0.3093115947296739,,6.36,,-27.29,-0.09,22.6,,-0.8136122105055866,22.20347722469746,-0.09,94.1951,234.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
ESPA1,RO,Sulfamethazine,15.498,5.0,7.0,25.0,24.0,0.02,33.55,278.337,175,0.49000000000000005,0.704,0.33697261889209035,,2.65,7.65,-27.29,0.89,22.6,,-0.9995563875055626,27.277893815026804,0.89,94.8035,234.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes
